"patientid","description","staffid","datein","dateout","visit_details","location","app_type","app_subtype","duration_min","details"
"21447-1","senior exam","4",2023-03-28 14:19:12,2023-03-28 14:50:17,NA,"mpv","doctor",NA,31,"senior exam"
"31233","new client","19",2023-02-06 15:03:14,2023-02-06 15:51:20,"r side neck goiter","mpv","doctor",NA,48,"new client"
"31233","dental","19",2023-03-21 08:11:24,2023-03-21 16:03:42,"gii oat w/ext, lumpectomy","mpv","admit",NA,472,NA
"31233","recheck","19",2023-03-29 14:36:38,2023-03-29 15:13:49,"remove sutures","mpv","doctor",NA,37,"recheck"
"31233","recheck","19",2023-04-03 14:34:16,2023-04-03 15:14:00,"remove sutures","mpv","doctor",NA,40,"recheck"
"22623","sick","16",2023-02-23 09:50:08,2023-02-23 10:28:31,NA,"mpv","doctor",NA,38,"sick"
"22623","preventative care exam","16",2023-04-24 08:52:21,2023-04-24 09:08:21,NA,"lvh","doctor",NA,16,"preventative care exam"
"22977","senior exam","6",2022-09-23 16:36:25,2022-09-23 17:18:54,NA,"mpv","doctor",NA,42,"senior exam"
"23941","sick","6",2023-01-19 16:45:09,2023-01-19 17:16:47,"hearing loss? ear infection?","mpv","doctor",NA,32,"sick"
"23941","preventative care exam","24",2023-03-27 13:06:15,2023-03-27 13:55:29,NA,"mpv","doctor",NA,49,"preventative care exam"
"22977","senior exam","24",2023-04-14 11:56:29,2023-04-14 12:43:06,NA,"mpv","doctor",NA,47,"senior exam"
"23941","recheck","24",2023-04-14 11:56:43,2023-04-14 12:43:06,"skin","mpv","doctor",NA,46,"recheck"
"3632","sick","6",2022-12-03 12:26:03,2022-12-03 12:58:03,"ear infection","mpv","doctor",NA,32,"sick"
"3632","recheck","6",2022-12-20 17:27:42,2022-12-20 17:39:53,NA,"mpv","doctor",NA,12,"recheck"
"3632","sick","6",2023-02-21 16:04:36,2023-02-21 16:23:51,NA,"mpv","doctor",NA,19,"sick"
"3632","sick","19",2023-04-20 18:34:19,2023-04-20 18:56:13,"ear infection (again)","mpv","doctor",NA,22,"sick"
"3632","recheck","19",2023-05-09 15:50:10,2023-05-09 16:20:34,"ear not better","mpv","doctor",NA,30,"recheck"
"30517","new client","6",2022-12-03 10:20:03,2022-12-03 11:27:48,NA,"mpv","doctor",NA,68,"new client"
"30517","technician appointment","4",2022-12-10 10:12:13,2022-12-10 10:47:38,"no charge 4dx","mpv","tech_app",NA,35,"misc tech appointment"
"30517","sick","16",2023-04-22 10:18:34,2023-04-22 11:15:01,"allergies","mpv","doctor",NA,56,"sick"
"8630","preventative care exam","6",2023-02-16 08:25:32,2023-02-16 08:51:07,"vacc and fecal","mpv","doctor",NA,26,"preventative care exam"
"8630","technician appointment","tk",2023-03-16 08:50:37,2023-03-16 09:05:00,"2nd lepto&lyme 1st flu","mpv","tech_app",NA,14,"misc tech appointment"
"8630","technician appointment","tk",2023-04-13 08:54:50,2023-04-13 09:02:19,"influenza #2","mpv","tech_app",NA,7,"misc tech appointment"
"8628","preventative care exam","19",2022-12-12 11:24:32,2022-12-12 11:41:41,NA,"mpv","doctor",NA,17,"preventative care exam"
"8634","preventative care exam","6",2022-12-12 13:51:48,2022-12-12 14:08:25,NA,"mpv","doctor",NA,17,"preventative care exam"
"9221-4","senior exam","16",2022-12-13 09:08:49,2022-12-13 09:56:18,NA,"mpv","doctor",NA,47,"senior exam"
"8628","sick","11",2023-04-03 17:13:31,2023-04-03 17:38:45,NA,"mpv","doctor",NA,25,"sick"
"7400","sick","6",2023-04-20 10:22:49,2023-04-20 11:06:09,"check ear","mpv","doctor",NA,43,"sick"
"7400","recheck","6",2023-05-09 12:15:52,2023-05-09 12:21:46,"ears","mpv","doctor",NA,6,"recheck"
"18425","tnt","12",2022-08-25 09:58:13,2022-08-25 10:01:23,NA,"lvh","tech_app",NA,3,"tnt"
"18425","tnt","12",2022-09-22 09:52:27,2022-09-22 09:54:23,NA,"lvh","tech_app",NA,2,"tnt"
"18425","tnt","12",2022-10-20 09:56:31,2022-10-20 10:00:25,NA,"lvh","tech_app",NA,4,"tnt"
"18425","tnt","12",2023-01-12 09:56:38,2023-01-12 09:59:21,NA,"lvh","tech_app",NA,3,"tnt"
"18425","preventative care exam","11",2023-02-23 09:55:45,2023-02-23 10:44:50,NA,"lvh","doctor",NA,49,"preventative care exam"
"18425","tnt","12",2023-03-23 09:53:00,2023-03-23 09:54:56,NA,"lvh","tech_app",NA,2,"tnt"
"18425","tnt","tktk",2023-04-20 09:43:19,2023-04-20 09:54:01,NA,"lvh","tech_app",NA,11,"tnt"
"18425","tnt","12",2023-05-18 09:35:39,2023-05-18 09:38:36,NA,"lvh","tech_app",NA,3,"tnt"
"18425","tnt","12",2023-06-15 09:55:42,2023-06-15 09:58:53,NA,"lvh","tech_app",NA,3,"tnt"
"7362","senior exam","4",2023-02-14 09:50:09,2023-02-14 10:19:41,NA,"mpv","doctor",NA,30,"senior exam"
"7362","sick","4",2023-03-27 18:57:26,2023-03-27 19:32:50,"eye infection","mpv","doctor",NA,35,"sick"
"8762-2","sick","6",2022-09-02 14:15:57,2022-09-02 15:08:30,"bloody stool/vomiting.","mpv","doctor",NA,53,"sick"
"8762-2","sick","4",2023-01-10 10:27:11,2023-01-10 10:57:23,"v/d off/on last 3 days","mpv","doctor",NA,30,"sick"
"8762-2","senior exam","4",2023-04-13 08:42:15,2023-04-13 09:10:06,NA,"mpv","doctor",NA,28,"senior exam"
"8762-2","technician appointment","tk",2023-06-02 10:28:44,2023-06-02 10:32:48,"lyme vx","met","tech_app",NA,4,"misc tech appointment"
"8762-2","sick","11",2023-06-08 10:11:04,2023-06-08 10:36:46,"mobility issues","lvh","doctor",NA,26,"sick"
"8762-2","sick","4",2023-07-26 09:20:22,2023-07-26 10:07:29,NA,"mpv","doctor",NA,47,"sick"
"15515","quality of life","19",2022-09-01 15:15:50,2022-09-01 15:47:27,NA,"mpv","doctor",NA,32,"quality of life"
"2293","preventative care exam","4",2022-08-25 13:26:54,2022-08-25 13:55:42,"vacc","mpv","doctor",NA,29,"preventative care exam"
"2293","technician appointment","tk",2022-10-11 09:26:32,2022-10-11 09:45:25,"lifestyle vacc's + sen panel","mpv","tech_app",NA,19,"misc tech appointment"
"2293","recheck","4",2022-11-14 16:18:32,2022-11-14 16:32:05,NA,"mpv","doctor",NA,14,"recheck"
"2293","senior exam","4",2023-02-28 10:15:47,2023-02-28 10:41:28,NA,"mpv","doctor",NA,26,"senior exam"
"18899","surgery","16",2022-09-15 07:45:01,2022-09-15 18:06:06,"feline ovh","mpv","admit",NA,621,NA
"16720-4","sick","4",2022-08-08 17:56:17,2022-08-09 17:00:11,"constipated","mpv","doctor",NA,1384,"sick"
"16720-4","sick","4",2022-12-05 17:40:13,2022-12-06 13:57:02,"enemas","mpv","doctor",NA,1217,"sick"
"16720-4","senior exam","4",2022-12-19 17:24:36,2022-12-19 17:48:25,NA,"mpv","doctor",NA,24,"senior exam"
"16720-4","sick","16",2023-06-16 16:56:53,2023-06-16 17:44:51,NA,"mpv","doctor",NA,48,"sick"
"16720-4","sick","6",2023-07-06 18:05:43,2023-07-07 16:30:32,"deobstipate","mpv","doctor",NA,1345,"sick"
"21079-1","technician appointment","tk",2022-08-03 17:36:53,2022-08-03 17:41:04,NA,"mpv","tech_app",NA,4,"misc tech appointment"
"21079-1","technician appointment","tk",2022-09-06 14:24:38,2022-09-06 14:41:26,"ag","mpv","tech_app",NA,17,"misc tech appointment"
"21079-1","technician appointment","tk",2022-10-03 16:24:29,2022-10-03 16:36:38,"anal gland expression","mpv","tech_app",NA,12,"misc tech appointment"
"21079-1","senior exam","6",2022-12-02 13:17:26,2022-12-02 13:47:02,NA,"mpv","doctor",NA,30,"senior exam"
"21079-1","technician appointment","tk",2023-02-07 17:53:57,2023-02-07 18:05:40,NA,"mpv","tech_app",NA,12,"misc tech appointment"
"21079-1","senior exam","19",2023-05-09 16:15:32,2023-05-09 16:40:01,NA,"mpv","doctor",NA,24,"senior exam"
"12995","preventative care exam","4",2023-03-22 16:57:26,2023-03-22 17:10:33,NA,"lvh","doctor",NA,13,"preventative care exam"
"22417","preventative care exam","4",2023-03-22 16:57:39,2023-03-22 17:10:33,NA,"lvh","doctor",NA,13,"preventative care exam"
"32095","exotic exam","4",2023-04-19 14:18:37,2023-04-19 14:40:15,NA,"lvh","doctor",NA,22,"exotic exam"
"16004-2","sick","6",2022-12-23 13:16:20,2022-12-23 13:42:25,"crying","mpv","doctor",NA,26,"sick"
"16004-2","recheck","4",2022-12-26 16:06:34,2022-12-26 16:49:38,NA,"mpv","doctor",NA,43,"recheck"
"16004-4","senior exam","4",2023-01-26 15:02:24,2023-01-26 16:03:31,NA,"mpv","doctor",NA,61,"senior exam"
"16004-2","sick","4",2023-03-04 12:45:04,2023-03-04 13:01:27,"limping","mpv","doctor",NA,16,"sick"
"16004-5","senior exam","4",2023-03-20 15:58:10,2023-03-20 16:27:13,"leuk vacc","mpv","doctor",NA,29,"senior exam"
"16004-2","sick","16",2023-04-01 11:08:02,2023-04-01 12:11:44,"crying this morning","mpv","doctor",NA,64,"sick"
"16004-2","sick","11",2023-06-10 09:14:04,2023-06-10 09:48:22,"not himself","mpv","doctor",NA,34,"sick"
"16004-2","recheck","24",2023-06-16 13:23:20,2023-06-16 14:07:01,"not acting himself","mpv","doctor",NA,44,"recheck"
"16004-2","technician appointment","tk",2023-06-19 11:13:55,2023-06-19 11:52:07,"radiographs","mpv","tech_app",NA,38,"misc tech appointment"
"l6644","senior exam","4",2023-03-22 13:01:36,2023-03-22 13:27:24,"vacc","lvh","doctor",NA,26,"senior exam"
"27631","sick","4",2022-11-22 15:30:56,2022-11-22 16:15:53,"ear infection, nt","mpv","doctor",NA,45,"sick"
"27631","jss surgery","4",2022-11-23 08:32:32,2022-11-23 11:24:26,"grass in ear","mpv","admit",NA,172,NA
"27631","tnt","tk",2023-02-09 13:57:44,2023-02-09 14:18:04,"with aw/ps -try to dremmel","mpv","tech_app",NA,20,"tnt"
"27631","tnt","tk",2023-03-06 15:39:25,2023-03-06 15:47:52,"dremmel nails w/ ps/aw","mpv","tech_app",NA,8,"tnt"
"27631","preventative care exam","4",2023-04-17 16:23:54,2023-04-17 17:08:02,"dremmel nail trim","mpv","doctor",NA,44,"preventative care exam"
"27631","tnt","tk",2023-05-18 14:23:50,2023-05-18 14:26:17,"dremmel","mpv","tech_app",NA,2,"tnt"
"27631","tnt","tk",2023-06-15 15:33:48,2023-06-15 15:41:16,"dremmel","mpv","tech_app",NA,7,"tnt"
"27631","tnt","tk",2023-07-19 14:08:41,2023-07-19 14:15:06,"dremmel","mpv","tech_app",NA,6,"tnt"
"29313","new client","11",2022-08-22 14:32:06,2022-08-22 15:22:37,NA,"mpv","doctor",NA,51,"new client"
"29312","new client","11",2022-08-22 14:32:21,2022-08-22 15:22:37,NA,"mpv","doctor",NA,50,"new client"
"29313","surgery","4",2023-07-24 07:31:35,2023-07-24 19:20:14,"canine castration","mpv","admit",NA,709,NA
"31817","new client","19",2023-03-27 09:44:12,2023-03-27 10:33:10,"establish vet","mpv","doctor",NA,49,"new client"
"31817","recheck","19",2023-06-20 10:38:03,2023-06-20 11:08:33,"ears","mpv","doctor",NA,30,"recheck"
"22329","tnt","16",2022-10-10 19:14:54,2022-10-10 19:20:08,NA,"lvh","tech_app",NA,5,"tnt"
"22329","preventative care exam","12",2023-02-13 19:16:40,2023-02-13 19:45:37,NA,"lvh","doctor",NA,29,"preventative care exam"
"22329","sick","6",2023-05-18 10:10:26,2023-05-18 10:33:05,"check allergies","mpv","doctor",NA,23,"sick"
"22329","sick","19",2023-07-14 13:44:38,2023-07-14 14:00:19,"ear infection","lvh","doctor",NA,16,"sick"
"22329","technician appointment","tktk",2023-07-28 08:57:16,2023-07-28 08:59:49,"apply bnt in both ears","lvh","tech_app",NA,3,"misc tech appointment"
"15789-3","quality of life","19",2023-03-20 14:24:57,2023-03-20 15:02:56,"prob euth","mpv","doctor",NA,38,"quality of life"
"13275","preventative care exam","16",2023-07-28 14:06:42,2023-07-28 15:04:05,NA,"mpv","doctor",NA,57,"preventative care exam"
"13276","preventative care exam","16",2023-07-28 14:06:56,2023-07-28 15:04:05,NA,"mpv","doctor",NA,57,"preventative care exam"
"16579","preventative care exam","11",2022-11-28 13:18:05,2022-11-28 13:41:30,NA,"mpv","doctor",NA,23,"preventative care exam"
"24115","preventative care exam","24",2023-07-17 14:58:39,2023-07-17 15:29:52,NA,"mpv","doctor",NA,31,"preventative care exam"
"30106","new client","11",2022-10-14 11:03:08,2022-10-14 11:24:13,NA,"met","doctor",NA,21,"new client"
"30106","preventative care exam","11",2022-11-01 10:31:36,2022-11-01 10:55:11,"kitten wellness","met","doctor",NA,24,"preventative care exam"
"30106","preventative care exam","11",2022-11-29 10:32:35,2022-11-29 10:53:21,"1st leuk  rcp","met","doctor",NA,21,"preventative care exam"
"30106","sick","6",2023-06-01 15:06:56,2023-06-01 16:08:35,"vomiting","met","doctor",NA,62,"sick"
"30106","recheck","11",2023-06-03 10:54:01,2023-06-03 11:07:18,"v & d","met","doctor",NA,13,"recheck"
"12772","preventative care exam","6",2023-01-16 12:19:31,2023-01-16 12:44:31,NA,"mpv","doctor",NA,25,"preventative care exam"
"31639","new pet","6",2023-03-06 10:40:12,2023-03-06 10:59:28,"puppy wellness","lvh","doctor",NA,19,"new pet"
"31639","preventative care exam","16",2023-04-03 10:55:07,2023-04-03 11:23:17,"next puppy","lvh","doctor",NA,28,"preventative care exam"
"31639","preventative care exam","16",2023-05-01 16:43:34,2023-05-01 17:08:37,"puppy vax","lvh","doctor",NA,25,"preventative care exam"
"31639","technician appointment","tktk",2023-05-22 10:26:15,2023-05-22 10:34:43,"2nd lepto","lvh","tech_app",NA,8,"misc tech appointment"
"12772","unknown","6",2023-07-08 08:04:09,2023-07-08 08:30:23,NA,"mpv","doctor/admit",NA,26,NA
"15087","sick","4",2023-08-01 15:37:20,2023-08-01 16:18:56,"n/e and lethargic","mpv","doctor",NA,42,"sick"
"3845-1","preventative care exam","6",2022-08-12 11:10:50,2022-08-12 11:57:19,NA,"mpv","doctor",NA,46,"preventative care exam"
"6388","preventative care exam","11",2022-10-10 13:10:05,2022-10-10 13:34:52,NA,"mpv","doctor",NA,25,"preventative care exam"
"30767","new client","12",2022-12-06 08:32:22,2022-12-06 09:08:47,"limping","lvh","doctor",NA,36,"new client"
"22206","preventative care exam","11",2023-07-14 14:30:33,2023-07-14 15:04:37,NA,"met","doctor",NA,34,"preventative care exam"
"22207","preventative care exam","11",2023-07-14 14:30:46,2023-07-14 15:04:37,NA,"met","doctor",NA,34,"preventative care exam"
"25325","preventative care exam","12",2022-09-22 09:28:56,2022-09-22 09:42:53,"vax early with the bord","lvh","doctor",NA,14,"preventative care exam"
"3966-2","technician appointment","tk",2022-08-16 16:11:35,2022-08-16 16:18:30,"anal glands","mpv","tech_app",NA,7,"misc tech appointment"
"3966-2","sick","4",2022-08-23 15:17:35,2022-08-23 15:55:52,"smells like chocolate","mpv","doctor",NA,38,"sick"
"3966-2","sick","4",2023-02-13 16:11:45,2023-02-13 16:45:14,NA,"mpv","doctor",NA,33,"sick"
"3966-2","senior exam","24",2023-07-10 11:55:07,2023-07-10 12:34:25,NA,"mpv","doctor",NA,39,"senior exam"
"30751","new pet","4",2022-12-27 15:02:39,2022-12-27 15:36:58,"new puppy","mpv","doctor",NA,34,"new pet"
"30751","preventative care exam","4",2023-01-23 18:47:59,2023-01-23 19:32:34,"next puppy vax","mpv","doctor",NA,45,"preventative care exam"
"30751","technician appointment","tk",2023-03-24 13:58:15,2023-03-24 14:14:15,NA,"mpv","tech_app",NA,16,"misc tech appointment"
"30751","technician appointment","tk",2023-04-14 13:37:16,2023-04-14 13:47:53,"2nd lyme & 2nd lepto","mpv","tech_app",NA,11,"misc tech appointment"
"7051","sick","11",2022-12-28 18:16:30,2022-12-28 18:40:43,"skin","mpv","doctor",NA,24,"sick"
"7051","preventative care exam","4",2023-07-17 18:41:43,2023-07-17 19:08:13,"vacc and fecal","mpv","doctor",NA,26,"preventative care exam"
"27439","sick","19",2022-08-25 14:01:09,2022-08-25 14:29:44,"ear infection","mpv","doctor",NA,29,"sick"
"27439","recheck","19",2022-09-06 08:40:58,2022-09-06 08:58:51,"ears","mpv","doctor",NA,18,"recheck"
"27439","sick","19",2022-10-11 08:50:02,2022-10-11 09:19:40,NA,"mpv","doctor",NA,30,"sick"
"31155","new pet","19",2023-01-19 17:00:59,2023-01-19 17:43:52,"seizure kitty","mpv","doctor",NA,43,"new pet"
"27439","preventative care exam","19",2023-02-14 09:49:00,2023-02-14 10:41:10,NA,"mpv","doctor",NA,52,"preventative care exam"
"27439","sick","19",2023-04-24 10:00:06,2023-04-24 10:41:51,NA,"mpv","doctor",NA,42,"sick"
"27439","sick","11",2023-07-22 10:40:14,2023-07-22 10:49:32,NA,"met","doctor",NA,9,"sick"
"27439","sick","11",2023-07-22 10:49:44,2023-07-22 11:46:58,NA,"met","doctor",NA,57,"sick"
"21627","sick","11",2022-12-30 13:12:48,2022-12-30 13:36:37,"blood in urine","met","doctor",NA,24,"sick"
"22973","senior exam","6",2023-03-02 17:34:06,2023-03-02 17:57:25,NA,"mpv","doctor",NA,23,"senior exam"
"21627","preventative care exam","4",2023-05-22 18:29:26,2023-05-22 19:18:01,"wellness, vacc, med refill","mpv","doctor",NA,49,"preventative care exam"
"22973","sick","11",2023-07-12 18:19:53,2023-07-12 18:45:57,"falling down","mpv","doctor",NA,26,"sick"
"18221","sick","19",2022-08-29 12:00:34,2022-08-29 12:43:41,NA,"mpv","doctor",NA,43,"sick"
"18221","technician appointment","tk",2022-10-10 13:57:22,2022-10-10 14:09:20,"anal gland expression","mpv","tech_app",NA,12,"misc tech appointment"
"25713","preventative care exam","16",2022-10-24 11:16:58,2022-10-24 11:37:29,NA,"lvh","doctor",NA,21,"preventative care exam"
"28834","technician appointment","tk",2022-08-04 14:01:46,2022-08-04 14:11:01,"civ #2, yearly lyme/lepto","mpv","tech_app",NA,9,"misc tech appointment"
"30120","preventative care exam","16",2022-11-15 09:12:52,2022-11-15 09:31:48,NA,"mpv","doctor",NA,19,"preventative care exam"
"28834","sick","11",2023-01-24 16:08:21,2023-01-24 16:32:53,"vomiting","met","doctor",NA,25,"sick"
"28834","recheck","11",2023-01-25 18:11:37,2023-01-25 18:40:48,"vomiting","mpv","doctor",NA,29,"recheck"
"28834","radiology","11",2023-02-08 13:16:48,2023-02-08 19:02:09,NA,"mpv","doctor/admit",NA,345,NA
"28834","preventative care exam","6",2023-07-05 08:53:22,2023-07-05 09:12:34,"wellness, vacc, tnt","mpv","doctor",NA,19,"preventative care exam"
"27000","sick","11",2022-12-26 11:25:12,2022-12-26 12:48:56,"limping/lethargic","mpv","doctor",NA,84,"sick"
"27000","euthanasia","6",2022-12-27 12:37:04,2022-12-27 13:32:50,NA,"mpv","doctor",NA,56,NA
"4620","sick","6",2022-09-29 10:19:11,2022-09-29 10:49:47,"chewing fur off tail","mpv","doctor",NA,31,"sick"
"26564","sick","12",2023-05-30 13:57:03,2023-05-30 16:37:51,NA,"lvh","doctor",NA,161,"sick"
"26564","recheck","24",2023-06-14 17:02:10,2023-06-14 17:37:17,NA,"lvh","doctor",NA,35,"recheck"
"20333","sick","11",2022-12-16 16:32:20,2022-12-16 16:50:01,"vomiting x few days","met","doctor",NA,18,"sick"
"20333","preventative care exam","11",2023-06-02 16:52:20,2023-06-02 17:14:09,NA,"met","doctor",NA,22,"preventative care exam"
"29329","new pet","6",2022-08-12 14:35:46,2022-08-12 15:25:33,NA,"mpv","doctor",NA,50,"new pet"
"29320","sick","16",2022-10-06 10:08:53,2022-10-06 11:50:43,"fell off bed 10/5","mpv","doctor",NA,102,"sick"
"29320","unknown","16",2022-10-18 09:05:29,2022-10-18 09:57:57,NA,"mpv","doctor/admit",NA,52,NA
"29320","recheck","16",2022-11-01 12:14:32,2022-11-01 12:54:02,"cbc","mpv","doctor",NA,40,"recheck"
"29320","recheck","16",2022-11-15 08:47:21,2022-11-15 09:09:08,"bloodwork","mpv","doctor",NA,22,"recheck"
"29320","recheck","16",2023-01-06 08:23:02,2023-01-06 08:57:05,"abd u/s and bloodwork","mpv","doctor",NA,34,"recheck"
"29320","sick","16",2023-01-27 08:44:39,2023-01-27 09:51:08,"check back legs","mpv","doctor",NA,66,"sick"
"29320","sick","6",2023-02-13 08:32:57,2023-02-13 08:49:47,"uncontrolable diarrhea","lvh","doctor",NA,17,"sick"
"29320","recheck","4",2023-02-13 16:59:48,2023-02-13 17:27:27,"no charge for exam","mpv","doctor",NA,28,"recheck"
"29320","euthanasia","19",2023-03-02 18:19:24,2023-03-02 18:54:35,NA,"mpv","doctor",NA,35,NA
"31696","new pet","16",2023-03-18 11:25:41,2023-03-18 12:31:47,"vomiting","mpv","doctor",NA,66,"new pet"
"31695","new pet","16",2023-03-18 11:25:49,2023-03-18 12:31:47,"vomiting","mpv","doctor",NA,66,"new pet"
"29320","recheck","16",2023-04-14 08:39:26,2023-04-14 09:24:22,"check skin","lvh","doctor",NA,45,"recheck"
"29329","preventative care exam","16",2023-04-22 11:17:32,2023-04-22 12:21:48,"vacc","mpv","doctor",NA,64,"preventative care exam"
"29320","recheck","16",2023-04-22 11:17:42,2023-04-22 12:21:48,NA,"mpv","doctor",NA,64,"recheck"
"29329","recheck","16",2023-06-01 08:22:36,2023-06-01 08:55:18,"ears still bothering dog","mpv","doctor",NA,33,"recheck"
"17158-2","tnt","tk",2022-12-05 15:34:53,2022-12-05 15:46:18,"tnt/age","mpv","tech_app",NA,11,"tnt"
"17158-2","technician appointment","tk",2023-02-08 17:38:15,2023-02-08 17:57:17,NA,"mpv","tech_app",NA,19,"misc tech appointment"
"17158-2","sick","24",2023-03-24 10:51:55,2023-03-24 11:33:15,"check lump on side","mpv","doctor",NA,41,"sick"
